profile,year,date,headline,abstract,keywords,section,news_desk,url,economic_score,security_score,technology_score,opportunity_score,threat_score,competition_score,cooperation_score,net_framing_score,securitization_index
high_economy_security_overlap,2024,2024-05-02T13:32:09Z,"Global Growth Forecast Is Lifted but Risks Loom, O.E.C.D. Says","The global economy has proved resilient and inflation has declined, but any widening of the conflict in the Middle East could increase price pressures and dampen growth.",International Trade and World Market; Inflation (Economics); Interest Rates; United States Economy; Economic Conditions and Trends; Organization for Economic Cooperation and Development,Business,Business,https://www.nytimes.com/2024/05/02/business/global-economy-inflation.html,192.98245614035088,52.63157894736842,0.0,122.80701754385964,52.63157894736842,0.0,17.543859649122805,87.71929824561403,0.25
high_economy_security_overlap,2018,2018-09-02T14:00:10Z,Trump’s Rougher Edge Complicates Trip by Pompeo and Mattis to India,"Trade tensions, threats of sanctions and even President Trump’s reported mocking of the Indian leader have contributed to a suddenly long list of diplomatic challenges.","United States International Relations; United States Politics and Government; Defense and Military Forces; International Trade and World Market; Protectionism (Trade); State Department; Defense Department; Modi, Narendra; Trump, Donald J; India",World,Washington,https://www.nytimes.com/2018/09/02/world/asia/trump-modi-india-relations-.html,78.125,140.625,0.0,78.125,78.125,0.0,46.875,46.875,1.5
high_economy_security_overlap,1994,1994-03-02T05:00:00Z,A Secure Future for East Asians Supposes Collective Tending,"Sustained rapid economic growth in East Asia has major consequences for security. Military spending has been forging ahead more or less in line with economic growth. When economies expand by between 8 and 10 percent a year, very substantial resources bec",,Opinion,IHT News,https://www.nytimes.com/1994/03/02/opinion/IHT-a-secure-future-for-east-asians-supposes-collective-tending.html,145.45454545454544,72.72727272727272,0.0,72.72727272727272,72.72727272727272,0.0,0.0,0.0,0.4444444444444444
high_economy_security_overlap,2000,2000-03-03T05:00:00Z,Military Rumblings Over Taiwan,"Editorial on latest military rumblings over Taiwan; holds showdown over Taiwan is in no one's interest; contends Washington will have little choice but to accept escalation of tensions if China persists in trying to intimidate Taiwan; argues that China, which set off this crisis, needs to modify its course","China; Taiwan; United States International Relations; ARMAMENT, DEFENSE AND MILITARY FORCES; Editorials",Opinion,Editorial Desk,https://www.nytimes.com/2000/03/03/opinion/military-rumblings-over-taiwan.html,0.0,211.26760563380282,0.0,0.0,56.33802816901409,0.0,14.084507042253522,-42.25352112676057,15.0
high_economy_security_overlap,2004,2004-07-02T05:00:00Z,Japan Survey Puts Optimism At the Highest In 12 Years,"Bank of Japan's Tankan survey of some 10,000 companies shows that two-year economic recovery remains on track; wide range of businesses say they are optimistic about their prospects, which reinforces view that recovery has spread beyond exports, main driver of growth so far; photo (M)",Japan; Bank of Japan; International Trade and World Market; Economic Conditions and Trends,Business,Business/Financial Desk,https://www.nytimes.com/2004/07/02/business/japan-survey-puts-optimism-at-the-highest-in-12-years.html,194.44444444444446,0.0,0.0,83.33333333333333,0.0,0.0,0.0,83.33333333333333,0.0
high_economy_security_overlap,2015,2015-01-03T00:40:46Z,Euro Falls Lower as Central Bank Hints at Increase in Stimulus Plan,"Statements by Mario Draghi, president of the European Central Bank, led investors to conclude that the bank would soon buy large quantities of eurobonds.","Currency; Deflation (Economics); Euro (Currency); US Dollar (Currency); Draghi, Mario; European Central Bank; Europe",Business,Business,https://dealbook.nytimes.com/2015/01/02/euro-falls-lower-as-central-bank-hints-at-increase-in-stimulus-plan/,192.98245614035088,0.0,0.0,35.08771929824561,0.0,0.0,0.0,35.08771929824561,0.0
high_economy_security_overlap,2018,2018-07-02T09:51:12Z,Stocks Tumble in Europe on Trade Worries and German Political Uncertainty,"Shares in Europe dropped, following Asian markets lower, as investors grappled with worsening global trade ties and an escalating rebellion against Germany’s leader.",International Trade and World Market; Protectionism (Trade); Customs (Tariff); Stocks and Bonds,Business,Business,https://www.nytimes.com/2018/07/02/business/trade-stock-markets.html,192.30769230769232,0.0,0.0,192.30769230769232,0.0,19.230769230769234,38.46153846153847,211.53846153846155,0.0
high_economy_security_overlap,2023,2023-05-01T07:11:18Z,Iranian Insider and British Spy: How a Double Life Ended on the Gallows,"In January, Iran executed a former senior official who provided Britain with valuable intelligence on Iranian nuclear and military programs over a decade, according to Western intelligence officials.","Espionage and Intelligence Services; International Relations; Assassinations and Attempted Assassinations; Classified Information and State Secrets; Nuclear Weapons; British Secret Intelligence Service; Akbari, Alireza; Iran; Great Britain",World,Foreign,https://www.nytimes.com/2023/05/01/world/middleeast/british-spy-execution-iran.html,0.0,188.40579710144928,0.0,0.0,57.971014492753625,0.0,14.492753623188406,-43.47826086956522,13.0
high_economy_security_overlap,2000,2000-11-01T05:00:00Z,"Q&A / Tsai Ing-Wen, policy aide : Taiwan Weighs the Pace Of Trade Links to China","As Taiwan and mainland China move toward opening direct transport links for the first time in half a century, Taipei is balancing political benefits with economic risks. A cautious opening of select sectors — to begin shortly after Taipei's officia",,Archives,IHT News,https://www.nytimes.com/2000/11/01/IHT-qa-tsai-ingwen-policy-aide-taiwan-weighs-the-pace-of-trade-links-to.html,107.6923076923077,76.92307692307693,0.0,107.6923076923077,30.76923076923077,0.0,61.53846153846154,138.46153846153845,0.625
high_economy_security_overlap,2015,2015-09-01T18:48:45Z,"Growth at U.S. Factories Falls, but Construction Spending Reaches a 7-Year High",The Institute for Supply Management said its manufacturing index slid to 51.1 in August from 52.7 in July. A strong dollar and China’s lagging economy took their toll.,United States Economy; Building (Construction); Factories and Manufacturing; Commerce Department; Institute for Supply Management; Economic Conditions and Trends,Business,Business,https://www.nytimes.com/2015/09/02/business/economy/factory-production-grows-at-slowest-pace-since-may-2013.html,181.8181818181818,0.0,0.0,18.18181818181818,0.0,0.0,0.0,18.18181818181818,0.0
high_technology_security_overlap,2000,2000-03-03T05:00:00Z,Military Rumblings Over Taiwan,"Editorial on latest military rumblings over Taiwan; holds showdown over Taiwan is in no one's interest; contends Washington will have little choice but to accept escalation of tensions if China persists in trying to intimidate Taiwan; argues that China, which set off this crisis, needs to modify its course","China; Taiwan; United States International Relations; ARMAMENT, DEFENSE AND MILITARY FORCES; Editorials",Opinion,Editorial Desk,https://www.nytimes.com/2000/03/03/opinion/military-rumblings-over-taiwan.html,0.0,211.26760563380282,0.0,0.0,56.33802816901409,0.0,14.084507042253522,-42.25352112676057,15.0
high_technology_security_overlap,2023,2023-05-01T07:11:18Z,Iranian Insider and British Spy: How a Double Life Ended on the Gallows,"In January, Iran executed a former senior official who provided Britain with valuable intelligence on Iranian nuclear and military programs over a decade, according to Western intelligence officials.","Espionage and Intelligence Services; International Relations; Assassinations and Attempted Assassinations; Classified Information and State Secrets; Nuclear Weapons; British Secret Intelligence Service; Akbari, Alireza; Iran; Great Britain",World,Foreign,https://www.nytimes.com/2023/05/01/world/middleeast/british-spy-execution-iran.html,0.0,188.40579710144928,0.0,0.0,57.971014492753625,0.0,14.492753623188406,-43.47826086956522,13.0
high_technology_security_overlap,2001,2001-05-02T05:00:00Z,"In Strategy Overhaul, Bush Seeks a Missile Shield","WASHINGTON, May 1 — President Bush called today for sweeping changes in security strategy, including a new relationship with Russia, that would build an expansive missile defense system and cut ""to the lowest possible number"" the nuclear arsenals that both sides assembled in the cold war.","Washington; Moscow; United States International Relations; ARMAMENT, DEFENSE AND MILITARY FORCES; Arms Control and Limitation and Disarmament; Treaties",World,Unknown,https://www.nytimes.com/2001/05/02/world/in-strategy-overhaul-bush-seeks-a-missile-shield.html,0.0,166.66666666666666,0.0,0.0,102.56410256410255,0.0,12.82051282051282,-89.74358974358974,13.0
high_technology_security_overlap,1993,1993-09-01T05:00:00Z,Australia Asks Sharing of Spy Data to Curb Missile Race,"Australian officials are working out the details of a proposal for relaying secret information on missile launchings in Asia, gathered by a U.S. spy satellite, to nations in the region, provided they adhered to international arms control agreements. .T",,Archives,IHT News,https://www.nytimes.com/1993/09/01/IHT-australia-asks-sharing-of-spy-data-to-curb-missile-race.html,0.0,111.1111111111111,55.55555555555555,0.0,111.1111111111111,18.51851851851852,0.0,-129.62962962962962,6.0
high_technology_security_overlap,2022,2022-03-01T10:40:17Z,"Watching the War in Ukraine, Taiwanese Draw Lessons in Self-Reliance","Many in Taiwan see parallels with Ukraine. “We must use this time of peace to prepare for the worst,” says a nonprofit working to promote civil defense.","Russian Invasion of Ukraine (2022); Defense and Military Forces; War and Armed Conflicts; United States International Relations; Tsai Ing-wen; Biden, Joseph R Jr; Putin, Vladimir V; Xi Jinping; China; New Taipei City (Taiwan); Taipei (Taiwan); Taiwan; Russia; Ukraine",World,Foreign,https://www.nytimes.com/2022/03/01/world/asia/ukraine-taiwan-china-russia.html,0.0,157.14285714285714,0.0,0.0,42.857142857142854,0.0,14.285714285714285,-28.57142857142857,11.0
high_technology_security_overlap,2000,2000-05-02T05:00:00Z,"U.S. Missile Plan Could Hurt Security Ties, European Says","Javier Solana, foreign policy chief for European Union, says European officials are concerned about potentially damaging effects that Clinton administration plan for missile defense could have on Europe's security ties with US; says if Europe is not protected by missile shield, such system could lead to splintering in military ties between US and its NATO allies (M)","Europe; North Atlantic Treaty Organization; European Union; Clinton, Bill; Solana, Javier; United States International Relations; ARMAMENT, DEFENSE AND MILITARY FORCES; Missiles and Missile Defense Systems; United States Armament and Defense",World,Foreign Desk,https://www.nytimes.com/2000/05/02/world/us-missile-plan-could-hurt-security-ties-european-says.html,0.0,154.54545454545453,0.0,0.0,109.09090909090908,0.0,54.54545454545454,-54.54545454545454,17.0
high_technology_security_overlap,2001,2001-03-02T05:00:00Z,South Korea Now Pulls Back From Russia on Missile Shield,South Korean government makes swift retreat from what had appeared to be decision by Pres Kim Dae Jung to support Pres Vladimir V Putin of Russia in opposing United States missile defense program; Foreign Ministry spokesman draws careful distinction between Kim's endorsement of Antiballistic Missile Treaty of 1972 as 'cornerstone of strategic stability' and any criticim of or opposition to national missile defense (M),"Russia; South Korea; Putin, Vladimir V; Kim Dae Jung; ATOMIC WEAPONS; United States International Relations; Missiles and Missile Defense Systems; United States Armament and Defense",World,Foreign Desk,https://www.nytimes.com/2001/03/02/world/south-korea-now-pulls-back-from-russia-on-missile-shield.html,0.0,146.78899082568807,0.0,0.0,73.39449541284404,0.0,9.174311926605505,-64.22018348623854,16.0
high_technology_security_overlap,2000,2000-09-02T05:00:00Z,CLINTON'S MISSILE DECISION: THE OVERVIEW; PRESIDENT DECIDES TO PUT OFF WORK ON MISSILE SHIELD,"Pres Clinton, in Georgetown University speech, says he does not believe that technology is ready for effective national defense system, and passes decision on moving ahead with project to his successor; says threat of future missile attacks is real and growing and that US has to search for new defenses; Gov George W Bush criticizes administration's handling of missile defense program; Vice Pres Al Gore supports Clinton's decision; photos (M)","Georgetown University; Clinton, Bill; Bush, George W; Gore, Al; ELECTION ISSUES; Presidential Election of 2000; Computers and the Internet; Missiles and Missile Defense Systems; United States Armament and Defense",World,Foreign Desk,https://www.nytimes.com/2000/09/02/world/clinton-s-missile-decision-overview-president-decides-put-off-work-missile.html,0.0,121.95121951219512,24.390243902439025,16.260162601626018,73.17073170731707,0.0,0.0,-56.91056910569105,15.0
high_technology_security_overlap,2014,2014-05-01T22:08:13Z,"Attackers Use Microsoft Security Hole Against Energy, Defense, Finance Targets","Microsoft raced to issue a fix Thursday to a vulnerability in its Internet Explorer browser, which security researchers believe was being exploited by nation-state sponsored attack groups.",Blogs and Blogging (Internet); Computer Malware; Computer Security; Computers and the Internet; Laboratories and Scientific Equipment; Web Browsers; Apple Inc; Cisco Systems Inc; FireEye Inc; General Dynamics Corporation; Google Inc; Microsoft Corporation; Patch.com; China; San Francisco (Calif),Technology,Business,https://bits.blogs.nytimes.com/2014/05/01/attackers-use-microsoft-security-hole-against-energy-defense-finance-targets/,13.157894736842104,92.10526315789473,52.63157894736842,0.0,52.63157894736842,0.0,0.0,-52.63157894736842,3.5
high_technology_security_overlap,2021,2021-03-01T19:12:07Z,Myanmar’s Military Deploys Digital Arsenal of Repression in Crackdown,"The generals who staged a coup last month use surveillance drones, iPhone cracking devices and hacking software, some of it from Western countries that bar sales of such technology to Myanmar.",Myanmar; Coups D'Etat and Attempted Coups D'Etat; Surveillance of Citizens by Government; Defense and Military Forces; Min Aung Hlaing; Cyberwarfare and Defense; Embargoes and Sanctions; Arms Trade; Cellebrite Mobile Synchronization Ltd; MSAB Systemation AB; Kyaw Kyaw Htun; Elbit Systems Ltd; Gaia Automotive Industries Ltd,World,Foreign,https://www.nytimes.com/2021/03/01/world/asia/myanmar-coup-military-surveillance.html,24.096385542168676,96.3855421686747,48.19277108433735,12.048192771084338,96.3855421686747,0.0,0.0,-84.33734939759037,2.6666666666666665
